row_idx,absa_overall_sentiment,fw_overall_sentiment,absa_overall_emotion,fw_overall_emotion,absa_triplets_n,fw_triplets_n,triplet_term_sent_precision,triplet_term_sent_recall,triplet_term_sent_f1,fw_status_code,fw_error
76,Negative,Negative,Sadness,Sadness,2,2,1.0,0.5,0.6666666666666666,200,
77,Positive,Positive,Happy,Happy,3,2,0.5,0.3333333333333333,0.4,200,
78,Positive,Neutral,Happy,Happy,2,2,0.5,0.5,0.5,200,
79,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
80,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,200,
81,Negative,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
82,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
83,Neutral,Neutral,Sadness,Anger,2,2,1.0,1.0,1.0,200,
84,Neutral,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
85,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,200,
86,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,200,
87,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
88,Neutral,Neutral,Sadness,Happy,2,2,0.0,0.0,0.0,200,
89,Negative,Negative,Anger,Sadness,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
90,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
91,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
92,Positive,Positive,Happy,Happy,3,3,1.0,0.6666666666666666,0.8,200,
93,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,200,
94,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
95,Neutral,Negative,Anger,Anger,3,3,0.5,0.3333333333333333,0.4,200,
96,Neutral,Neutral,Sadness,Happy,2,2,1.0,1.0,1.0,200,
97,Negative,Negative,Sadness,Sadness,1,2,0.0,0.0,0.0,200,
98,Negative,Negative,Anger,Anger,3,2,0.0,0.0,0.0,200,
99,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
100,Negative,Negative,Sadness,Sadness,2,3,1.0,1.0,1.0,200,
101,Negative,Negative,Anger,Anger,1,1,0.0,0.0,0.0,200,
102,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
103,Positive,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,200,
104,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
105,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
106,Negative,Negative,Anger,Sadness,3,2,0.5,0.3333333333333333,0.4,200,
107,Negative,Negative,Fear,Anger,2,2,0.5,0.5,0.5,200,
108,Positive,Negative,Happy,Sadness,2,3,0.3333333333333333,0.5,0.4,200,
109,Positive,Neutral,Happy,Happy,2,3,0.6666666666666666,1.0,0.8,200,
110,Neutral,Neutral,Happy,Happy,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
111,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,200,
112,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
113,Neutral,Neutral,Anger,Anger,2,2,1.0,1.0,1.0,200,
114,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
115,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
116,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
117,Negative,Negative,Sadness,Anger,3,2,1.0,0.6666666666666666,0.8,200,
118,Neutral,Negative,Anger,Anger,3,2,0.5,0.3333333333333333,0.4,200,
119,Negative,Negative,Anger,Anger,1,1,1.0,1.0,1.0,200,
120,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
121,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
122,Neutral,Negative,Anger,Sadness,2,3,0.0,0.0,0.0,200,
123,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
124,Negative,Negative,Anger,Anger,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,
125,Negative,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
126,Neutral,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
127,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
128,Negative,Neutral,Anger,Anger,3,3,1.0,1.0,1.0,200,
129,Negative,Negative,Anger,Anger,3,2,0.0,0.0,0.0,200,
130,Neutral,Neutral,Happy,Happy,2,2,0.5,0.5,0.5,200,
131,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,200,
132,Positive,Neutral,Happy,Anger,3,3,1.0,1.0,1.0,200,
133,Neutral,Neutral,Anger,Sadness,3,2,1.0,1.0,1.0,200,
134,Negative,Negative,Anger,Sadness,3,3,1.0,1.0,1.0,200,
135,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
136,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
137,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
138,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
139,Positive,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
140,Neutral,Negative,Anger,Sadness,3,3,0.0,0.0,0.0,200,
141,Neutral,Negative,Anger,Anger,2,3,1.0,1.0,1.0,200,
142,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,200,
143,Negative,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
144,Negative,Negative,Anger,Anger,1,1,0.0,0.0,0.0,200,
145,Negative,Neutral,Fear,Happy,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
146,Negative,Negative,Anger,Anger,2,3,0.6666666666666666,1.0,0.8,200,
147,Positive,Neutral,Happy,Happy,3,3,1.0,1.0,1.0,200,
148,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
149,Negative,Negative,Sadness,Sadness,2,3,0.6666666666666666,1.0,0.8,200,
150,Neutral,Neutral,Happy,Happy,2,2,0.0,0.0,0.0,200,
151,Neutral,Neutral,Happy,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
152,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,200,
153,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,200,
154,Negative,Negative,Anger,Sadness,3,3,1.0,1.0,1.0,200,
155,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,200,
156,Neutral,Negative,Happy,Sadness,3,2,1.0,1.0,1.0,200,
157,Positive,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,200,
158,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
159,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
160,Neutral,Negative,Happy,Sadness,3,2,1.0,0.5,0.6666666666666666,200,
161,Positive,Positive,Happy,Happy,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
162,Neutral,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,200,
163,Neutral,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,200,
164,Negative,Negative,Anger,Anger,1,2,0.5,1.0,0.6666666666666666,200,
165,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
166,Positive,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,200,
167,Negative,Negative,Sadness,Sadness,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
168,Neutral,Neutral,Anger,Sadness,2,2,0.5,0.5,0.5,200,
169,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
170,Negative,Neutral,Sadness,Sadness,3,2,0.5,0.3333333333333333,0.4,200,
171,Negative,Negative,Anger,Anger,3,2,1.0,0.6666666666666666,0.8,200,
172,Negative,Neutral,Anger,Happy,2,2,1.0,1.0,1.0,200,
173,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
174,Neutral,Negative,Anger,Anger,3,3,1.0,1.0,1.0,200,
175,Neutral,Neutral,Fear,Fear,2,1,0.0,0.0,0.0,200,
176,Positive,Neutral,Happy,Happy,2,2,0.5,0.5,0.5,200,
177,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
178,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
179,Neutral,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
180,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
181,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
182,Neutral,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,200,
183,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
184,Neutral,Neutral,Sadness,Sadness,1,1,0.0,0.0,0.0,200,
185,Positive,Positive,Love,Happy,3,3,1.0,1.0,1.0,200,
186,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
187,Positive,Positive,Happy,Happy,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
188,Negative,Negative,Anger,Anger,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
189,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
190,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
191,Neutral,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
192,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
193,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
194,Negative,Negative,Anger,Anger,1,1,0.0,0.0,0.0,200,
195,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
196,Negative,Neutral,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
197,Positive,Positive,Happy,Happy,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
198,Neutral,Neutral,Anger,Anger,2,2,1.0,1.0,1.0,200,
199,Positive,Positive,Happy,Happy,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,
