orig_id,post,aspect,polarity,pred_aspect,pred_sentiment,aspect_true,sent_true,aspect_pred,sent_pred,fw_status_code,fw_raw_text,fw_error,aspect_correct,sentiment_correct,both_correct
233,ড. কামাল হোসেন এ সময় বঙ্গবন্ধুর পথ অনুসরণ করে প্রধানমন্ত্রী শেখ হাসিনাকে স্বেচ্ছায় পদত্যাগ করারও অনুরোধ জানান।,politics,positive,politics,negative,politics,positive,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
67,হাসিনা দেখ গনোজোয়ার,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
296,মুক্তিযোদ্ধা রা বেঁধেছে জোট এবার দিবো ধানে ভোট,politics,positive,politics,negative,politics,positive,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
168,নৌকার পক্ষে কাজ করতে সবাইকে আহ্বান জানিয়েছেন প্রধানমন্ত্রী শেখ হাসিনা।,politics,neutral,politics,positive,politics,neutral,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,0,0
867,আজ হতে এমনটা করবো ইনশাআল্লাহ,religion,positive,other,positive,religion,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,0,1,0
934,আল্লাহা তুমাদের সহায় হক,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
1057,শুয়োরের বাচ্চা মাদারচোদ।,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
51,সংলাপে প্রধানমন্ত্রীর আশ্বাসের কোনো বিশ্বাস মেলেনি: রিজভী,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
265,জাতিরপিতা শেখ মজিবরের দেশ গড়ার লক্ষে সর্ব দিক থেকেই মা শেখ হাসিনার অবদান অতুলনীয়।,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
196,নিরপেক্ষ সরকারের অধীনে জাতীয় নির্বাচন দিতে হবে।,politics,positive,politics,neutral,politics,positive,politics,neutral,200,"{""aspect"": ""politics"", ""sentiment"": ""neutral""} ",,1,0,0
901,আল্লাহ ওনাকে নেক হায়াত দান করুক ।।।আমিন।।।।,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
32,আওয়ামী লীগ জনগণ কে ভয় পাই,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
922,এক বোনের শেষ প্রশ্ন.. উত্তর দিতে পারলে ইসলাম গ্রহণ করবেন...,religion,positive,religion,negative,religion,positive,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,0,0
552,তুমি কুমিল্লার সাথে এই রকম একটা ম্যাচ খেলবে!,sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
903,আলহামদুলিল্লাহ আল্লাহ তুমি জালিমের জুলুম থেকে ডক্টর জাকির নায়েক কে তুমি হেফাজত করুন আমিন,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
1251,চাকরির দাতার সাথে সাক্ষাৎ করবেন কর্মচারী এটাই স্বাভাবিক,other,neutral,other,neutral,other,neutral,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,1,1,1
163,তফসিল একতরফা নির্বাচনের জন্য,politics,neutral,politics,negative,politics,neutral,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
885,সব ক্ষমতাই আল্লাহ একদিন মাটির সাথে মিষিয়ে দিবে,religion,positive,religion,negative,religion,positive,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,0,0
220,প্রধানমন্ত্রী বলেছেন- আর কোন গ্রেফতার হবেনা।,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
939,"আল্লাহ আমাদের এলেমকে বারিয়ে দিন, আমিন",religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
618,"আমরা সাকিবের অপেক্ষায় থাকলাম, যতই রাজনীতিতে ব্যস্ত হন না কেন ক্রিকেটের পাশে সব সময় আপনাকে চাই",sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
101,"আওয়ামীলীগের নেতারা রেডি হইয়া গেছে,",politics,neutral,politics,positive,politics,neutral,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,0,0
275,"বাংলাদেশ জিন্দাবাদ, খালেদা জিয়া জিন্দাবাদ",politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
721,হিন্দু ধর্মে একদম নেই মেয়েদের সম্মান,religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
730,নবী র যে আদেশ মানেন না সে কাফের,religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
1307,"না সেটাই ভাল,",other,positive,other,negative,other,positive,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,0,0
889,"মানুষেরজীবন বদলে দেওয়া ভাষণ,আল্লাহ তাকে নেক হায়াত দান করুন।আমিন",religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
427,আইপিএলে খেলতে গিয়েও মুস্তাফিজকে পড়তে হয়েছে মাশরাফির অবসর,sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,0,0
1041,"এক খবর কত ভা‌বে যে লিখল,",other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
374,তাহলে শুধু মেসির জন্য একটা আলাদা বিশ্বকাপ তৈরি করা উচিত তা ছাড়া সম্ভব নয়,sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,1,1
208,আশা করছি একটি সুন্দর নির্বাচনের মাধ্যমে দেশ এগিয়ে যাবে,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
192,জয় বাংলা জয় শেখ হাসিনা,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
715,"কোন ধর্ম এর দোয়া করবেন তার জন্য,সে তো কোন ধর্ম এর না।",religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
1024,শালা পোষা কুকুরদের কি লজ্জা-শরম কিছুই নাই?,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
1218,ঘুমে শরীর ঝাঁকুনি কীসের লক্ষণ?,other,neutral,other,neutral,other,neutral,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,1,1,1
63,মান্না আওয়ামীলীগ নাম শুনলে জোড়ে দেয় কান্না।,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
1105,এদেন উপর কেউ ভরসা করে না।,other,negative,politics,negative,other,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,0,1,0
940,আলহামদুলিল্লাহ আল্লাহ আপনাকে নেক হায়াত দান করুন আমিন,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
581,"যেহেতু জিয়া মুক্তি পাইছে সেহেতু আর্জেন্টিনা বিশ্বকাপ পাওয়া দাবি রাখে,,",sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"":""sports"",""sentiment"":""positive""} ",,1,0,0
882,মাশা~আল্লাহ্ চমৎকার ভালো লাগছে,religion,positive,other,positive,religion,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,0,1,0
44,সুষ্ট নির্বাচন হবে না,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
628,এই জন্য তো আমি বলি বিশ্বের সেরা খেলোয়ার মাশরাফি,sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
218,বি এন পি সরকার চাই,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
847,যদি কোনো মুসলিম যদি অমুসলিম মেয়েকে বিয়ে করে তাহলে কোনো সমস্যা আসে??,religion,neutral,religion,neutral,religion,neutral,religion,neutral,200,"{""aspect"": ""religion"", ""sentiment"": ""neutral""} ",,1,1,1
1070,টোটালি ফাউল নিউজ।,other,negative,sports,negative,other,negative,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,0,1,0
909,এটা করাও ইসলামের নিয়ামত।,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
458,মেসি চলে যাবে সিটি তে,sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,1,0,0
464,"দুক্ষ এটাই আমরা বেশিরভাগ কিউল মেসি নেইমারের ফ্যান, বারসেলোনার ফ্যান খুবই কম",sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,0,0
254,জনগন চায় নিরপেক্ষ নির্বাচন,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
1094,জুতা মারা উচিত এর মুখে।,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
527,এজন্যই তিনি মাশরাফি,sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
432,"তামিম, সাকিব,মুশফিকের আবির্ভাব সবচে কাছ থেকে দেখেছিলেন আশরাফুল!",sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
799,পায়ে জুতা থাকা অবস্থায় কি দোয়া পড়া জিকির করা যাবে কিনা একটু বলেন।।,religion,neutral,religion,neutral,religion,neutral,religion,neutral,200,"{""aspect"": ""religion"", ""sentiment"": ""neutral""} ",,1,1,1
1039,এটা হতে পারে না।,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
802,"পাঁচ ওয়াক্ত নামাজ পরতে হবে আল্লা তোমাকে হেফাজত করবে,",religion,neutral,religion,positive,religion,neutral,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,0,0
1065,মিথ্যা কথাটা তোদের মুখে মানায়।,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
1254,দুটাই তো এক কাতারের লোক।,other,neutral,other,negative,other,neutral,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,0,0
506,ফুটবল ফ্যানরা এখন খালি চিল্লাইবো যেমন আমাদের তামিম তাসকিন আরো অনেকে ।,sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,0,0
420,"মেসি রোনাল্ডোর মধ্যে তুলনায় একেকজন একেক মত দিবে এটাই স্বাভাবিক,",sports,neutral,sports,neutral,sports,neutral,sports,neutral,200,"{""aspect"": ""sports"", ""sentiment"": ""neutral""} ",,1,1,1
1233,এই নাটকের শেষ কবে,other,neutral,other,neutral,other,neutral,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,1,1,1
1116,আপনার ডায়লগ মানুষ এখন খায় না,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
716,"আমার একটা প্রশ্ন ছিল, ফারীস্ট ইসলামি লাইফ ইন্সুরেন্স কম্পানি তে যারা বিমা করে।",religion,negative,religion,neutral,religion,negative,religion,neutral,200,"{""aspect"": ""religion"", ""sentiment"": ""neutral""} ",,1,0,0
1027,সামীম সাহেব নিজেই তো মাদক সেবন করে,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
479,দলের মানসিকতা পরিবর্তনের জন্যে এক মাশরাফি যথেষ্ট।,sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,1,0,0
415,জিম্বাবুয়ের যদি একটা সাকিব থাকতো তাহলে ৫ম বলটা অবশ্যই ওয়াইড বল আদায় করে নিতো।,sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"":""sports"",""sentiment"":""positive""} ",,1,0,0
438,বার্সা সেই টিম গুলোর বিপক্ষে ভুগেছে যারা ডিফেন্সিভ খেলেছে,sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,0,0
679,নাস্তিকরা শুধু ইসলামের বিরুদ্ধে কথা কলবে কারন হিন্দু ধর্ম বা অন্য ধর্ম নিয়ে কথা বললে নাস্তিকদের ভক্ত কমে যাবে,religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
610,মাশরাফি শুধু একটা নাম নয় সেটা জলন্ত অগ্নিশিখার জয়ের প্রতিক.,sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
777,এই নেতাদের জন্য বদ দোয়া ছাড়া কোন উপায় আছে কি?,religion,negative,politics,negative,religion,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,0,1,0
727,আল্লাহর কসম আমি বৃহস্পতিবার সারাদিন টিভি বন্ধ রাখমু,religion,negative,other,negative,religion,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,0,1,0
1050,এদের কথায় কাজে মিল নাই,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
823,নামগুলা তো হিন্দু হিন্দু লাগতেছে।,religion,neutral,religion,negative,religion,neutral,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,0,0
1325,আমি অবশ্যই জিতব,other,positive,sports,positive,other,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,0,1,0
560,"শুধু ব্রাজিলের রোনালদো কেন,নেইমার, দিনহো,রিবালদো,কাকা সহ প্রায় সব গ্রেটরা তাই মনে করে, শুধু কিছু বাংলাদেশি ব্রাজিলীয় সমর্থক এটা মানে",sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,0,0
184,এইটা আওয়ামী উদারনীতিবাদ।,politics,positive,politics,negative,politics,positive,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
247,দেশমাতা বেগম খালেদা জিয়া র মুক্তি ও সুস্থতা কামনা করছি ।,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
567,রিউমার শুনলাম তারা নাকি সাকিবের ব্যাপারে সিদ্ধান্ত জানতে আইসিসিকে ইমেইল করে বসে আছে,sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,0,0
65,হাসিনার পদত্যাগ চাই আর কোন কথা নয়,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
1157,পুরা দেশি ত অলরেডি দখলে,other,negative,politics,negative,other,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,0,1,0
788,আপনি কি জানেন কোরআন হাদিস সম্পর্কে?,religion,neutral,religion,neutral,religion,neutral,religion,neutral,200,"{""aspect"": ""religion"", ""sentiment"": ""neutral""} ",,1,1,1
353,সাকিব্বাই আপনাকে ছাড়া ক্রিকেট অসম্পূর্ণ মনে হয়।,sports,negative,sports,positive,sports,negative,sports,positive,200,"{""aspect"":""sports"",""sentiment"":""positive""} ",,1,0,0
309,"জয়বাংলা, জয়তু শেখ হাসিনা।",politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
244,জাতীয় ঐক্যফ্রন্টের সমাবেশ সুন্দর করে সফল হওয়ায় আয়োজকদের ধন্যবাদ জানিয়েছেন প্রধানমন্ত্রী ও আওয়ামী লীগ সভাপতি শেখ হাসিনা।,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
917,আল্লাহ ঐ মহিলাকে সঠিক বুঝ দান করুন আমিন,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
578,"খেলার মাঠে অধিনায়ক পরিবর্তন হতে পারে,",sports,neutral,sports,neutral,sports,neutral,sports,neutral,200,"{""aspect"": ""sports"", ""sentiment"": ""neutral""} ",,1,1,1
908,কাউকে সন্মানী করার মালিক আল্লাহ্ ।,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
865,আলহামদুলিল্লাহ্‌ ভালো হয়েছে,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
1083,মাইরের উপরে কোন ওষুধ নাই সোজা কথা এদের কানে যাবে না কারন এরা অবৈধ,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
58,চলছে লড়াই চলবে।খালেদা জিয়া লড়বে।,politics,negative,politics,positive,politics,negative,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,0,0
413,আবার শুরু হলো প্রথম আলোর মেসি মেসি,sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
1232,বাপ বেটা কে শাহবাগে বিরিয়ানী বিক্রিয় করতে হবে,other,neutral,other,negative,other,neutral,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,0,0
237,সুষ্ঠু নির্বাচনের নিশ্চয়তা ছাড়া বিএনপির অংশ নেয়া ঠিক হবে না,politics,positive,politics,negative,politics,positive,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
650,মাশরাফি ভাই তোমাকে অনেক ভালবাসি তুমি যখন টিমে আসো তখন টিম টাই অন্যরকম হয়েযায়।,sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
23,"হাসিনা বেঁচে থাকতে ক্ষমতা ছাড়বে না, এটাই শেষ কথা।",politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
678,তুই আল্লাহকে গালি দিস তুই নাচতিক তোর ধংসের বেশি দেরি নাই,religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
344,সেই দিন টাকে বিশ্বাস করতে পারবো না যেদিন তুমি যোদ্ধা ক্রিকেট থেকে অবসর নিবে !,sports,negative,sports,positive,sports,negative,sports,positive,200,"{""aspect"":""sports"",""sentiment"":""positive""} ",,1,0,0
