Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count,absa_overall_sentiment,absa_overall_emotion,absa_triplets_json,absa_raw_text,absa_status_code,absa_error,absa_raw_json,fw_overall_sentiment,fw_overall_emotion,fw_triplets_json,fw_raw_text,fw_status_code,fw_error,fw_raw_json
5.0,"Jinish ta valo, easy to carry but batash kom!",Mini USB Rechargeable flashing & Powerful mini Fan,Fans,Sadness,Daraz,Negative,9,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""Jinish ta"", ""opinion_term"": ""valo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Size_Dimensions"", ""aspect_term"": ""easy to carry"", ""opinion_term"": ""easy to carry"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Performance_Effectiveness"", ""aspect_term"": ""batash"", ""opinion_term"": ""kom"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""Jinish ta"",""opinion_term"":""valo"",""sentiment"":""Positive""},{""aspect_category"":""Size_Dimensions"",""aspect_term"":""easy to carry"",""opinion_term"":""easy to carry"",""sentiment"":""Positive""},{""aspect_category"":""Performance_Effectiveness"",""aspect_term"":""batash"",""opinion_term"":""kom"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""Jinish ta"", ""opinion_term"": ""valo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Size_Dimensions"", ""aspect_term"": ""easy to carry"", ""opinion_term"": ""easy to carry"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Performance_Effectiveness"", ""aspect_term"": ""batash"", ""opinion_term"": ""kom"", ""sentiment"": ""Negative""}]}",Positive,Happy,"[{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""easy to carry"", ""opinion_term"": ""easy to carry"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""batash kom"", ""opinion_term"": ""batash kom"", ""sentiment"": ""Negative""}]","{
""overall_sentiment"": ""Positive"",
""overall_emotion"": ""Happy"",
""triplets"": [
{
""aspect_category"": ""PRODUCT_QUALITY"",
""aspect_term"": ""easy to carry"",
""opinion_term"": ""easy to carry"",
""sentiment"": ""Positive""
},
{
""aspect_category"": ""PRODUCT_QUALITY"",
""aspect_term"": ""batash kom"",
""opinion_term"": ""batash kom"",
""sentiment"": ""Negative""
}
]
}
",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""easy to carry"", ""opinion_term"": ""easy to carry"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""batash kom"", ""opinion_term"": ""batash kom"", ""sentiment"": ""Negative""}]}"
4.0,জিনিস অনেক ভালো কিন্তু রং টা একদম বাজে তাছাড়া সব ঠিক আছে।,হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Fear,Daraz,Negative,12,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জিনিস"", ""opinion_term"": ""অনেক ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Color_Finish"", ""aspect_term"": ""রং টা"", ""opinion_term"": ""একদম বাজে"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""জিনিস"",""opinion_term"":""অনেক ভালো"",""sentiment"":""Positive""},{""aspect_category"":""Color_Finish"",""aspect_term"":""রং টা"",""opinion_term"":""একদম বাজে"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জিনিস"", ""opinion_term"": ""অনেক ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Color_Finish"", ""aspect_term"": ""রং টা"", ""opinion_term"": ""একদম বাজে"", ""sentiment"": ""Negative""}]}",,,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Love"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term"": ""Bade"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Rang"", ""opinion_term",200,,
4.0,It's beautiful watch. But I didn’t get the extra battery!,LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Sadness,Daraz,Negative,12,Negative,Anger,"[{""aspect_category"": ""Design_Style"", ""aspect_term"": ""watch"", ""opinion_term"": ""It's beautiful"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""extra battery"", ""opinion_term"": ""didn't get"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Design_Style"",""aspect_term"":""watch"",""opinion_term"":""It's beautiful"",""sentiment"":""Positive""},{""aspect_category"":""BATTERY"",""aspect_term"":""extra battery"",""opinion_term"":""didn't get"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Design_Style"", ""aspect_term"": ""watch"", ""opinion_term"": ""It's beautiful"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""extra battery"", ""opinion_term"": ""didn't get"", ""sentiment"": ""Negative""}]}",Positive,Love,"[{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""beautiful watch"", ""opinion_term"": ""beautiful"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""extra battery"", ""opinion_term"": ""didn’t get"", ""sentiment"": ""Negative""}]","{
""overall_sentiment"": ""Positive"",
""overall_emotion"": ""Love"",
""triplets"": [
{
""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"",
""aspect_term"": ""beautiful watch"",
""opinion_term"": ""beautiful"",
""sentiment"": ""Positive""
},
{
""aspect_category"": ""PRODUCT_QUALITY"",
""aspect_term"": ""extra battery"",
""opinion_term"": ""didn’t get"",
""sentiment"": ""Negative""
}
]
}
",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Love"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""beautiful watch"", ""opinion_term"": ""beautiful"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""extra battery"", ""opinion_term"": ""didn’t get"", ""sentiment"": ""Negative""}]}"
5.0,পণ্য ভালো আছে কিন্তু টাকা হিসেবে অনেক ছোট তাই একটু খারাপ লাগলো😐,SAS DU-21B 21'' Soprano Ukulele Hawaii Mini Guitar Ukulele 12 Fret,Media & Music,Sadness,Daraz,Negative,12,Negative,Sadness,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""পণ্য"", ""opinion_term"": ""ভালো আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""টাকা হিসেবে"", ""opinion_term"": ""অনেক ছোট"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""পণ্য"",""opinion_term"":""ভালো আছে"",""sentiment"":""Positive""},{""aspect_category"":""Value_for_Money"",""aspect_term"":""টাকা হিসেবে"",""opinion_term"":""অনেক ছোট"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""পণ্য"", ""opinion_term"": ""ভালো আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""টাকা হিসেবে"", ""opinion_term"": ""অনেক ছোট"", ""sentiment"": ""Negative""}]}",Neutral,Sadness,"[{""aspect_category"": ""PRICE"", ""aspect_term"": ""Price"", ""opinion_term"": ""too small"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""Product Quality"", ""opinion_term"": ""good"", ""sentiment"": ""Positive""}]","{
""overall_sentiment"": ""Neutral"",
""overall_emotion"": ""Sadness"",
""triplets"": [
{
""aspect_category"": ""PRICE"",
""aspect_term"": ""Price"",
""opinion_term"": ""too small"",
""sentiment"": ""Negative""
},
{
""aspect_category"": ""PRODUCT_QUALITY"",
""aspect_term"": ""Product Quality"",
""opinion_term"": ""good"",
""sentiment"": ""Positive""
}
]
} ",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""PRICE"", ""aspect_term"": ""Price"", ""opinion_term"": ""too small"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""Product Quality"", ""opinion_term"": ""good"", ""sentiment"": ""Positive""}]}"
5.0,ফেস ওয়াস টা ভালো কিন্তু সাথে ফ্রী ক্রিম টার মেয়াদ প্রায় শেষ,Studio X Oil Clear Facewash for Men 100ml (30gm Men's Brightening Cream FREE),Men's Care,Sadness,Daraz,Negative,12,Negative,Anger,"[{""aspect_category"": ""EFFICACY"", ""aspect_term"": ""ফেস ওয়াস"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Durability_Longevity"", ""aspect_term"": ""ফ্রী ক্রিম"", ""opinion_term"": ""মেয়াদ প্রায় শেষ"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Negative"",
  ""overall_emotion"": ""Anger"",
  ""triplets"": [
    {
      ""aspect_category"": ""EFFICACY"",
      ""aspect_term"": ""ফেস ওয়াস"",
      ""opinion_term"": ""ভালো"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""Durability_Longevity"",
      ""aspect_term"": ""ফ্রী ক্রিম"",
      ""opinion_term"": ""মেয়াদ প্রায় শেষ"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""EFFICACY"", ""aspect_term"": ""ফেস ওয়াস"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Durability_Longevity"", ""aspect_term"": ""ফ্রী ক্রিম"", ""opinion_term"": ""মেয়াদ প্রায় শেষ"", ""sentiment"": ""Negative""}]}",Neutral,Sadness,"[{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""Quality"", ""opinion_term"": ""Free cream"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""Quality"", ""opinion_term"": ""Free cream"", ""sentiment"": ""Negative""}]","{
""overall_sentiment"": ""Neutral"",
""overall_emotion"": ""Sadness"",
""triplets"": [
{
""aspect_category"": ""PRODUCT_QUALITY"",
""aspect_term"": ""Quality"",
""opinion_term"": ""Free cream"",
""sentiment"": ""Negative""
},
{
""aspect_category"": ""PRODUCT_QUALITY"",
""aspect_term"": ""Quality"",
""opinion_term"": ""Free cream"",
""sentiment"": ""Negative""
}
]
} ",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""Quality"", ""opinion_term"": ""Free cream"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""Quality"", ""opinion_term"": ""Free cream"", ""sentiment"": ""Negative""}]}"
4.0,"product ta hat e Peyechi,khub sundor, kintu lagate khulte onk hassle",Carat 2Pcs/3Pcs/Set Women Watch Bracelet Kit Round Dial Shiny Rhinestones Inlaid Roman Numerals Decorative Gift Lady Quartz Wristwatch,Watches,Sadness,Daraz,Negative,12,Neutral,Anger,"[{""aspect_category"": ""Design_Style"", ""aspect_term"": ""product"", ""opinion_term"": ""khub sundor"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Comfort_Feeling"", ""aspect_term"": ""lagate khulte"", ""opinion_term"": ""onk hassle"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Design_Style"",""aspect_term"":""product"",""opinion_term"":""khub sundor"",""sentiment"":""Positive""},{""aspect_category"":""Comfort_Feeling"",""aspect_term"":""lagate khulte"",""opinion_term"":""onk hassle"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Design_Style"", ""aspect_term"": ""product"", ""opinion_term"": ""khub sundor"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Comfort_Feeling"", ""aspect_term"": ""lagate khulte"", ""opinion_term"": ""onk hassle"", ""sentiment"": ""Negative""}]}",Neutral,Love,"[{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Peyechi"", ""opinion_term"": ""khub sundor"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Peyechi"", ""opinion_term"": ""lagate khulte onk hassle"", ""sentiment"": ""Negative""}]","{
""overall_sentiment"": ""Neutral"",
""overall_emotion"": ""Love"",
""triplets"": [
{
""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"",
""aspect_term"": ""Peyechi"",
""opinion_term"": ""khub sundor"",
""sentiment"": ""Positive""
},
{
""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"",
""aspect_term"": ""Peyechi"",
""opinion_term"": ""lagate khulte onk hassle"",
""sentiment"": ""Negative""
}
]
}
",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Love"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Peyechi"", ""opinion_term"": ""khub sundor"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""Peyechi"", ""opinion_term"": ""lagate khulte onk hassle"", ""sentiment"": ""Negative""}]}"
3.0,প্রাইস হিসেবে ঠিক আছে কিন্তু এতো হালকা কাজে লাগবে কিনা সন্দেহ আছে,mini tea frai pan ss quality,Cookware,Happy,Daraz,Positive,12,Neutral,Fear,"[{""aspect_category"": ""PRICE:Value_for_Money"", ""aspect_term"": ""প্রাইস"", ""opinion_term"": ""প্রাইস হিসেবে ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY:Durability_Longevity"", ""aspect_term"": ""এতো হালকা"", ""opinion_term"": ""এতো হালকা কাজে লাগবে কিনা সন্দেহ আছে"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Fear"",""triplets"":[{""aspect_category"":""PRICE:Value_for_Money"",""aspect_term"":""প্রাইস"",""opinion_term"":""প্রাইস হিসেবে ঠিক আছে"",""sentiment"":""Positive""},{""aspect_category"":""PRODUCT_QUALITY:Durability_Longevity"",""aspect_term"":""এতো হালকা"",""opinion_term"":""এতো হালকা কাজে লাগবে কিনা সন্দেহ আছে"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Fear"", ""triplets"": [{""aspect_category"": ""PRICE:Value_for_Money"", ""aspect_term"": ""প্রাইস"", ""opinion_term"": ""প্রাইস হিসেবে ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY:Durability_Longevity"", ""aspect_term"": ""এতো হালকা"", ""opinion_term"": ""এতো হালকা কাজে লাগবে কিনা সন্দেহ আছে"", ""sentiment"": ""Negative""}]}",Neutral,Fear,"[{""aspect_category"": ""PRICE"", ""aspect_term"": ""Price"", ""opinion_term"": ""happily"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""Quality"", ""opinion_term"": ""weak"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Fear"", ""triplets"": [{""aspect_category"": ""PRICE"", ""aspect_term"": ""Price"", ""opinion_term"": ""happily"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""Quality"", ""opinion_term"": ""weak"", ""sentiment"": ""Negative""}]} ",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Fear"", ""triplets"": [{""aspect_category"": ""PRICE"", ""aspect_term"": ""Price"", ""opinion_term"": ""happily"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""Quality"", ""opinion_term"": ""weak"", ""sentiment"": ""Negative""}]}"
5.0,পণ্যের মান অনেক ভালো তবে আর একটু প্যাকেজিং এ খেয়ালী হতে হবে।,32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Happy,Daraz,Positive,12,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""পণ্যের মান"", ""opinion_term"": ""অনেক ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Protection"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""আর একটু খেয়ালী হতে হবে"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""পণ্যের মান"",""opinion_term"":""অনেক ভালো"",""sentiment"":""Positive""},{""aspect_category"":""Protection"",""aspect_term"":""প্যাকেজিং"",""opinion_term"":""আর একটু খেয়ালী হতে হবে"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""পণ্যের মান"", ""opinion_term"": ""অনেক ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Protection"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""আর একটু খেয়ালী হতে হবে"", ""sentiment"": ""Negative""}]}",Positive,Happy,"[{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""মান"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""খেয়ালী"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""মান"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""খেয়ালী"", ""sentiment"": ""Negative""}]} ",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""মান"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""খেয়ালী"", ""sentiment"": ""Negative""}]}"
5.0,product quality is so good but the delivery time is too long.,LouisWill Women's Fashion Watches Gradient Two And A Half Needle Watch Independent Second Disk Design Rhombus Mirror Diamond Encrusted Leather Strap Watch Casual Quartz Watch Elegant Gifts,Watches,Sadness,Daraz,Negative,12,Neutral,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product quality"", ""opinion_term"": ""so good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Timeliness"", ""aspect_term"": ""delivery time"", ""opinion_term"": ""too long"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""product quality"",""opinion_term"":""so good"",""sentiment"":""Positive""},{""aspect_category"":""Timeliness"",""aspect_term"":""delivery time"",""opinion_term"":""too long"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product quality"", ""opinion_term"": ""so good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Timeliness"", ""aspect_term"": ""delivery time"", ""opinion_term"": ""too long"", ""sentiment"": ""Negative""}]}",Neutral,Anger,"[{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""product quality"", ""opinion_term"": ""so good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""DELIVERY"", ""aspect_term"": ""delivery time"", ""opinion_term"": ""too long"", ""sentiment"": ""Negative""}]","{
""overall_sentiment"": ""Neutral"",
""overall_emotion"": ""Anger"",
""triplets"": [
{
""aspect_category"": ""PRODUCT_QUALITY"",
""aspect_term"": ""product quality"",
""opinion_term"": ""so good"",
""sentiment"": ""Positive""
},
{
""aspect_category"": ""DELIVERY"",
""aspect_term"": ""delivery time"",
""opinion_term"": ""too long"",
""sentiment"": ""Negative""
}
]
}
",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""product quality"", ""opinion_term"": ""so good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""DELIVERY"", ""aspect_term"": ""delivery time"", ""opinion_term"": ""too long"", ""sentiment"": ""Negative""}]}"
2.0,The mouse has some connectivity issues. Charge backup is pretty good though.,Lenovo Xiaoxin Plus Bluetooth Mouse Mute Button Light Sound Portable Office Game Universal Charging Mouse,Computer Accessories,Sadness,Daraz,Negative,12,Neutral,Happy,"[{""aspect_category"": ""PERFORMANCE"", ""aspect_term"": ""connectivity issues"", ""opinion_term"": ""has some connectivity issues"", ""sentiment"": ""Negative""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""charge backup"", ""opinion_term"": ""is pretty good though"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""PERFORMANCE"",""aspect_term"":""connectivity issues"",""opinion_term"":""has some connectivity issues"",""sentiment"":""Negative""},{""aspect_category"":""BATTERY"",""aspect_term"":""charge backup"",""opinion_term"":""is pretty good though"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""PERFORMANCE"", ""aspect_term"": ""connectivity issues"", ""opinion_term"": ""has some connectivity issues"", ""sentiment"": ""Negative""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""charge backup"", ""opinion_term"": ""is pretty good though"", ""sentiment"": ""Positive""}]}",Neutral,Fear,"[{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""connectivity"", ""opinion_term"": ""issues"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""charge backup"", ""opinion_term"": ""pretty good"", ""sentiment"": ""Positive""}]","{
""overall_sentiment"": ""Neutral"",
""overall_emotion"": ""Fear"",
""triplets"": [
{
""aspect_category"": ""PRODUCT_QUALITY"",
""aspect_term"": ""connectivity"",
""opinion_term"": ""issues"",
""sentiment"": ""Negative""
},
{
""aspect_category"": ""PRODUCT_QUALITY"",
""aspect_term"": ""charge backup"",
""opinion_term"": ""pretty good"",
""sentiment"": ""Positive""
}
]
}
",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Fear"", ""triplets"": [{""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""connectivity"", ""opinion_term"": ""issues"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY"", ""aspect_term"": ""charge backup"", ""opinion_term"": ""pretty good"", ""sentiment"": ""Positive""}]}"
