Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count,absa_overall_sentiment,absa_overall_emotion,absa_triplets_json,absa_raw_text,absa_status_code,absa_error,absa_raw_json,fw_status_code,fw_error,fw_raw_text,fw_overall_sentiment,fw_overall_emotion,fw_triplets_json,fw_raw_json
4.0,It's beautiful watch. But I didn’t get the extra battery!,LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Sadness,Daraz,Negative,12,Negative,Anger,"[{""aspect_category"": ""Design_Style"", ""aspect_term"": ""watch"", ""opinion_term"": ""It's beautiful"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""extra battery"", ""opinion_term"": ""didn't get"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""aspect"":""Anger"",""triplets"":[{""aspect_category"":""Design_Style"",""aspect_term"":""watch"",""opinion_term"":""It's beautiful"",""sentiment"":""Positive""},{""aspect_category"":""BATTERY"",""aspect_term"":""extra battery"",""opinion_term"":""didn't get"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Design_Style"", ""aspect_term"": ""watch"", ""opinion_term"": ""It's beautiful"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""extra battery"", ""opinion_term"": ""didn't get"", ""sentiment"": ""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""watch"", ""opinion_term"": ""It's beautiful"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""extra battery"", ""opinion_term"": ""I didn’t get the extra battery"", ""sentiment"": ""Negative""}]}",Negative,Anger,"[{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""watch"", ""opinion_term"": ""It's beautiful"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""extra battery"", ""opinion_term"": ""I didn’t get the extra battery"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN"", ""aspect_term"": ""watch"", ""opinion_term"": ""It's beautiful"", ""sentiment"": ""Positive""}, {""aspect_category"": ""BATTERY"", ""aspect_term"": ""extra battery"", ""opinion_term"": ""I didn’t get the extra battery"", ""sentiment"": ""Negative""}]}"
5.0,"ভালোই খারাপ না এই দামে,বাতাস কম,কিন্তু সাইজ অনুযায়ী ঠিকই আছে",Mini USB Rechargeable Powerful Fan Foldable wing with Torch and Flashlight,Fans,Sadness,Daraz,Negative,12,Positive,Happy,"[{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""এই দামে"", ""opinion_term"": ""ভালোই খারাপ না"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Performance_Effectiveness"", ""aspect_term"": ""বাতাস"", ""opinion_term"": ""বাতাস কম"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Size_Dimensions"", ""aspect_term"": ""সাইজ"", ""opinion_term"": ""সাইজ অনুযায়ী ঠিকই আছে"", ""sentiment"": ""Positive""}]","{
  ""overall_sentiment"": ""Positive"",
  ""aspect"": ""Happy"",
  ""triplets"": [
    {
      ""aspect_category"": ""Value_for_Money"",
      ""aspect_term"": ""এই দামে"",
      ""opinion_term"": ""ভালোই খারাপ না"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""Performance_Effectiveness"",
      ""aspect_term"": ""বাতাস"",
      ""opinion_term"": ""বাতাস কম"",
      ""sentiment"": ""Negative""
    },
    {
      ""aspect_category"": ""Size_Dimensions"",
      ""aspect_term"": ""সাইজ"",
      ""opinion_term"": ""সাইজ অনুযায়ী ঠিকই আছে"",
      ""sentiment"": ""Positive""
    }
  ]
}",200,,"{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""এই দামে"", ""opinion_term"": ""ভালোই খারাপ না"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Performance_Effectiveness"", ""aspect_term"": ""বাতাস"", ""opinion_term"": ""বাতাস কম"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Size_Dimensions"", ""aspect_term"": ""সাইজ"", ""opinion_term"": ""সাইজ অনুযায়ী ঠিকই আছে"", ""sentiment"": ""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দামে"", ""opinion_term"": ""ভালোই খারাপ না এই দামে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Size_Dimensions"", ""aspect_term"": ""সাইজ"", ""opinion_term"": ""সাইজ অনুযায়ী ঠিকই আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY:Performance_Effectiveness"", ""aspect_term"": ""বাতাস"", ""opinion_term"": ""বাতাস কম"", ""sentiment"": ""Negative""}]}",Positive,Happy,"[{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দামে"", ""opinion_term"": ""ভালোই খারাপ না এই দামে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Size_Dimensions"", ""aspect_term"": ""সাইজ"", ""opinion_term"": ""সাইজ অনুযায়ী ঠিকই আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY:Performance_Effectiveness"", ""aspect_term"": ""বাতাস"", ""opinion_term"": ""বাতাস কম"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দামে"", ""opinion_term"": ""ভালোই খারাপ না এই দামে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Size_Dimensions"", ""aspect_term"": ""সাইজ"", ""opinion_term"": ""সাইজ অনুযায়ী ঠিকই আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY:Performance_Effectiveness"", ""aspect_term"": ""বাতাস"", ""opinion_term"": ""বাতাস কম"", ""sentiment"": ""Negative""}]}"
5.0,book quality is amazing. just newsprint. nothing negative without that,The Alchemist Paperback - white Paper Print,Books,Love,Daraz,Positive,10,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""book quality"", ""opinion_term"": ""is amazing"", ""sentiment"": ""Positive""}, {""aspect_category"": ""MATERIAL_BUILD"", ""aspect_term"": ""newsprint"", ""opinion_term"": ""just newsprint"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""aspect"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""book quality"",""opinion_term"":""is amazing"",""sentiment"":""Positive""},{""aspect_category"":""MATERIAL_BUILD"",""aspect_term"":""newsprint"",""opinion_term"":""just newsprint"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""book quality"", ""opinion_term"": ""is amazing"", ""sentiment"": ""Positive""}, {""aspect_category"": ""MATERIAL_BUILD"", ""aspect_term"": ""newsprint"", ""opinion_term"": ""just newsprint"", ""sentiment"": ""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""book quality"", ""opinion_term"": ""is amazing"", ""sentiment"": ""Positive""}, {""aspect_category"": ""MATERIAL_BUILD"", ""aspect_term"": ""newsprint"", ""opinion_term"": ""just newsprint"", ""sentiment"": ""Negative""}]}",Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""book quality"", ""opinion_term"": ""is amazing"", ""sentiment"": ""Positive""}, {""aspect_category"": ""MATERIAL_BUILD"", ""aspect_term"": ""newsprint"", ""opinion_term"": ""just newsprint"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""book quality"", ""opinion_term"": ""is amazing"", ""sentiment"": ""Positive""}, {""aspect_category"": ""MATERIAL_BUILD"", ""aspect_term"": ""newsprint"", ""opinion_term"": ""just newsprint"", ""sentiment"": ""Negative""}]}"
2.0,দাম অনুযায়ী খারাপ না তবে সেলাই গুলো অসম্ভব দুর্বল,New Design Jarin set Two Piece Shalwar Kameez for Women,Traditional_Clothing,Anger,Daraz,Negative,9,Negative,Anger,"[{""aspect_category"": ""PRICE::Value_for_Money"", ""aspect_term"": ""দাম অনুযায়ী"", ""opinion_term"": ""খারাপ না"", ""sentiment"": ""Positive""}, {""aspect_category"": ""FASHION_AND_APPAREL::DURABILITY"", ""aspect_term"": ""সেলাই গুলো"", ""opinion_term"": ""অসম্ভব দুর্বল"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Negative"",
  ""aspect"": ""Anger"",
  ""triplets"": [
    {
      ""aspect_category"": ""PRICE::Value_for_Money"",
      ""aspect_term"": ""দাম অনুযায়ী"",
      ""opinion_term"": ""খারাপ না"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""FASHION_AND_APPAREL::DURABILITY"",
      ""aspect_term"": ""সেলাই গুলো"",
      ""opinion_term"": ""অসম্ভব দুর্বল"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""PRICE::Value_for_Money"", ""aspect_term"": ""দাম অনুযায়ী"", ""opinion_term"": ""খারাপ না"", ""sentiment"": ""Positive""}, {""aspect_category"": ""FASHION_AND_APPAREL::DURABILITY"", ""aspect_term"": ""সেলাই গুলো"", ""opinion_term"": ""অসম্ভব দুর্বল"", ""sentiment"": ""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম অনুযায়ী খারাপ না"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Durability_Longevity"", ""aspect_term"": ""সেলাই গুলো"", ""opinion_term"": ""অসম্ভব দুর্বল"", ""sentiment"": ""Negative""}]}",Negative,Anger,"[{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম অনুযায়ী খারাপ না"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Durability_Longevity"", ""aspect_term"": ""সেলাই গুলো"", ""opinion_term"": ""অসম্ভব দুর্বল"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম অনুযায়ী খারাপ না"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Durability_Longevity"", ""aspect_term"": ""সেলাই গুলো"", ""opinion_term"": ""অসম্ভব দুর্বল"", ""sentiment"": ""Negative""}]}"
4.0,sob i thik chilo but color order disi grey diya disen blue 🙂,Men Zipper Wallet - Wallet For Men - Wallet,Men Bags,Sadness,Daraz,Negative,12,Negative,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""sob"", ""opinion_term"": ""sob i thik chilo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Color_Finish"", ""aspect_term"": ""color"", ""opinion_term"": ""order disi grey diya disen blue 🙂"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""aspect"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""sob"",""opinion_term"":""sob i thik chilo"",""sentiment"":""Positive""},{""aspect_category"":""Color_Finish"",""aspect_term"":""color"",""opinion_term"":""order disi grey diya disen blue 🙂"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""sob"", ""opinion_term"": ""sob i thik chilo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Color_Finish"", ""aspect_term"": ""color"", ""opinion_term"": ""order disi grey diya disen blue 🙂"", ""sentiment"": ""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Color_Finish"", ""aspect_term"": ""color"", ""opinion_term"": ""sob i thik chilo but color order disi grey diya disen blue"", ""sentiment"": ""Negative""}]}",Negative,Anger,"[{""aspect_category"": ""Color_Finish"", ""aspect_term"": ""color"", ""opinion_term"": ""sob i thik chilo but color order disi grey diya disen blue"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Color_Finish"", ""aspect_term"": ""color"", ""opinion_term"": ""sob i thik chilo but color order disi grey diya disen blue"", ""sentiment"": ""Negative""}]}"
3.0,product quality motamoti but price ta ettu high,Furniture Moving Tool Heavy Object Mover Furniture Transport Lifter & Furniture Slides 4 Wheeled Mover Roller+1 Wheel Bar Hand Tools Set,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,8,Negative,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product quality"", ""opinion_term"": ""motamoti"", ""sentiment"": ""Neutral""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""price"", ""opinion_term"": ""ettu high"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""aspect"":""Anger"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""product quality"",""opinion_term"":""motamoti"",""sentiment"":""Neutral""},{""aspect_category"":""Value_for_Money"",""aspect_term"":""price"",""opinion_term"":""ettu high"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product quality"", ""opinion_term"": ""motamoti"", ""sentiment"": ""Neutral""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""price"", ""opinion_term"": ""ettu high"", ""sentiment"": ""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product quality"", ""opinion_term"": ""motamoti"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRICE:Value_for_Money"", ""aspect_term"": ""price"", ""opinion_term"": ""ettu high"", ""sentiment"": ""Negative""}]}",Negative,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product quality"", ""opinion_term"": ""motamoti"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRICE:Value_for_Money"", ""aspect_term"": ""price"", ""opinion_term"": ""ettu high"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product quality"", ""opinion_term"": ""motamoti"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRICE:Value_for_Money"", ""aspect_term"": ""price"", ""opinion_term"": ""ettu high"", ""sentiment"": ""Negative""}]}"
1.0,I’ve asked for this CNG but got a bike,Baby Toy CNG Toy for Kids,Remote Control & Play Vehicles,Anger,Daraz,Negative,10,Negative,Anger,"[{""aspect_category"": ""Order_Process"", ""aspect_term"": ""CNG"", ""opinion_term"": ""asked for this CNG but got a bike"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Order_Process"", ""aspect_term"": ""bike"", ""opinion_term"": ""got a bike (instead)"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""aspect"":""Anger"",""triplets"":[{""aspect_category"":""Order_Process"",""aspect_term"":""CNG"",""opinion_term"":""asked for this CNG but got a bike"",""sentiment"":""Negative""},{""aspect_category"":""Order_Process"",""aspect_term"":""bike"",""opinion_term"":""got a bike (instead)"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""Order_Process"", ""aspect_term"": ""CNG"", ""opinion_term"": ""asked for this CNG but got a bike"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Order_Process"", ""aspect_term"": ""bike"", ""opinion_term"": ""got a bike (instead)"", ""sentiment"": ""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""AUTOMOTIVE:COMPATIBILITY:Model_Match"", ""aspect_term"": ""CNG"", ""opinion_term"": ""got a bike"", ""sentiment"": ""Negative""}]}",Negative,Anger,"[{""aspect_category"": ""AUTOMOTIVE:COMPATIBILITY:Model_Match"", ""aspect_term"": ""CNG"", ""opinion_term"": ""got a bike"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Negative"", ""aspect"": ""Anger"", ""triplets"": [{""aspect_category"": ""AUTOMOTIVE:COMPATIBILITY:Model_Match"", ""aspect_term"": ""CNG"", ""opinion_term"": ""got a bike"", ""sentiment"": ""Negative""}]}"
4.0,ভালো জেল.. তবে প্যাকেজিং আরো ভালো হওয়ার দরকার ছিল..,Studio X Wet Look Hair Gel 100ml,Men's Care,Happy,Daraz,Positive,9,Neutral,Sadness,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জেল"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""আরো ভালো হওয়ার দরকার ছিল"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Neutral"",
  ""aspect"": ""Sadness"",
  ""triplets"": [
    {
      ""aspect_category"": ""Overall_Quality"",
      ""aspect_term"": ""জেল"",
      ""opinion_term"": ""ভালো"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""PACKAGING"",
      ""aspect_term"": ""প্যাকেজিং"",
      ""opinion_term"": ""আরো ভালো হওয়ার দরকার ছিল"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Neutral"", ""aspect"": ""Sadness"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জেল"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""আরো ভালো হওয়ার দরকার ছিল"", ""sentiment"": ""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জেল"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""আরো ভালো হওয়ার দরকার ছিল"", ""sentiment"": ""Negative""}]}",Neutral,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জেল"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""আরো ভালো হওয়ার দরকার ছিল"", ""sentiment"": ""Negative""}]","{""overall_sentiment"": ""Neutral"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""জেল"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING"", ""aspect_term"": ""প্যাকেজিং"", ""opinion_term"": ""আরো ভালো হওয়ার দরকার ছিল"", ""sentiment"": ""Negative""}]}"
5.0,বিগ সাইজ চাইছিলাম স্মলটা পাইছি ! প্রোডাক্ট অনেক ভালো মানের ! ধন্যবাদ,High Quality Travel Bag Lock Seystem. Big Size Waterproof & Washable,Luggage,Happy,Daraz,Positive,10,Positive,Happy,"[{""aspect_category"": ""Size_Dimensions"", ""aspect_term"": ""সাইজ"", ""opinion_term"": ""বিগ সাইজ চাইছিলাম, স্মলটা পাইছি"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""অনেক ভালো মানের"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Positive"",""aspect"":""Happy"",""triplets"":[{""aspect_category"":""Size_Dimensions"",""aspect_term"":""সাইজ"",""opinion_term"":""বিগ সাইজ চাইছিলাম, স্মলটা পাইছি"",""sentiment"":""Negative""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""প্রোডাক্ট"",""opinion_term"":""অনেক ভালো মানের"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""Size_Dimensions"", ""aspect_term"": ""সাইজ"", ""opinion_term"": ""বিগ সাইজ চাইছিলাম, স্মলটা পাইছি"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""অনেক ভালো মানের"", ""sentiment"": ""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""FIT_SIZE"", ""aspect_term"": ""বিগ সাইজ"", ""opinion_term"": ""স্মলটা পাইছি"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""অনেক ভালো মানের"", ""sentiment"": ""Positive""}]}",Positive,Happy,"[{""aspect_category"": ""FIT_SIZE"", ""aspect_term"": ""বিগ সাইজ"", ""opinion_term"": ""স্মলটা পাইছি"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""অনেক ভালো মানের"", ""sentiment"": ""Positive""}]","{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""FIT_SIZE"", ""aspect_term"": ""বিগ সাইজ"", ""opinion_term"": ""স্মলটা পাইছি"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""অনেক ভালো মানের"", ""sentiment"": ""Positive""}]}"
5.0,"card রাখার জায়গাগুলো অনেক ছোটো, তবে qualiy বিবেচনা করে product টা অসাধারণ",Men's Wallet Money Bag Leather Short Wallet Fashion Vintage Wallet Casual Male Wallet Multi-card Soft Purse Multi-function Purse Two Color,Men Bags,Sadness,Daraz,Negative,12,Positive,Happy,"[{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN: Size_Dimensions"", ""aspect_term"": ""card রাখার জায়গাগুলো"", ""opinion_term"": ""অনেক ছোটো"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY: Overall_Quality"", ""aspect_term"": ""product টা"", ""opinion_term"": ""qualiy বিবেচনা করে অসাধারণ"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Positive"",""aspect"":""Happy"",""triplets"":[{""aspect_category"":""PRODUCT_APPEARANCE_DESIGN: Size_Dimensions"",""aspect_term"":""card রাখার জায়গাগুলো"",""opinion_term"":""অনেক ছোটো"",""sentiment"":""Negative""},{""aspect_category"":""PRODUCT_QUALITY: Overall_Quality"",""aspect_term"":""product টা"",""opinion_term"":""qualiy বিবেচনা করে অসাধারণ"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN: Size_Dimensions"", ""aspect_term"": ""card রাখার জায়গাগুলো"", ""opinion_term"": ""অনেক ছোটো"", ""sentiment"": ""Negative""}, {""aspect_category"": ""PRODUCT_QUALITY: Overall_Quality"", ""aspect_term"": ""product টা"", ""opinion_term"": ""qualiy বিবেচনা করে অসাধারণ"", ""sentiment"": ""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Size_Dimensions"", ""aspect_term"": ""card রাখার জায়গাগুলো"", ""opinion_term"": ""অনেক ছোটো"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product টা"", ""opinion_term"": ""অসাধারণ"", ""sentiment"": ""Positive""}]}",Positive,Happy,"[{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Size_Dimensions"", ""aspect_term"": ""card রাখার জায়গাগুলো"", ""opinion_term"": ""অনেক ছোটো"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product টা"", ""opinion_term"": ""অসাধারণ"", ""sentiment"": ""Positive""}]","{""overall_sentiment"": ""Positive"", ""aspect"": ""Happy"", ""triplets"": [{""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Size_Dimensions"", ""aspect_term"": ""card রাখার জায়গাগুলো"", ""opinion_term"": ""অনেক ছোটো"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""product টা"", ""opinion_term"": ""অসাধারণ"", ""sentiment"": ""Positive""}]}"
