row_idx,absa_overall_sentiment,fw_overall_sentiment,absa_overall_emotion,fw_overall_emotion,absa_triplets_n,fw_triplets_n,triplet_term_sent_precision,triplet_term_sent_recall,triplet_term_sent_f1,aspect_category_precision_soft,aspect_category_recall_soft,aspect_category_f1_soft,aspect_term_precision_soft,aspect_term_recall_soft,aspect_term_f1_soft,fw_status_code,fw_error
163,Positive,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,200,
164,Neutral,Neutral,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,200,
165,Neutral,Neutral,Sadness,Love,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
166,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
167,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
168,Positive,Neutral,Happy,Sadness,2,2,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,200,
169,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
170,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
171,Neutral,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
172,Positive,Positive,Happy,Happy,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,200,
173,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
174,Neutral,Negative,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
175,Negative,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
176,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
177,Negative,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,200,
178,Neutral,Neutral,Anger,Sadness,2,3,0.0,0.0,0.0,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,200,
179,Positive,Neutral,Happy,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
180,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
181,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
182,Positive,Positive,Happy,Happy,2,3,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,200,
183,Positive,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
184,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,200,
185,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
186,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
187,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
188,Negative,Negative,Anger,Sadness,2,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
189,Negative,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
190,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
191,Positive,Positive,Happy,Happy,2,3,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,200,
192,Positive,Neutral,Happy,Happy,2,3,0.5,0.5,0.5,0.6666666666666666,1.0,0.8,0.3333333333333333,0.5,0.4,200,
193,Negative,Negative,Anger,Sadness,2,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
194,Negative,Neutral,Sadness,Sadness,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,200,
195,Negative,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,200,
196,Negative,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
197,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
198,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,200,
199,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
200,Neutral,Neutral,Anger,Sadness,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,
201,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
202,Negative,Negative,Anger,Sadness,2,3,0.0,0.0,0.0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,200,
203,Neutral,Neutral,Anger,Sadness,2,2,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,200,
