row_idx,absa_overall_sentiment,fw_overall_sentiment,absa_overall_emotion,fw_overall_emotion,absa_triplets_n,fw_triplets_n,triplet_term_sent_precision,triplet_term_sent_recall,triplet_term_sent_f1,fw_status_code,fw_error
23,Negative,Negative,Fear,Anger,2,1,0.0,0.0,0.0,200,
24,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
25,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
26,Neutral,Neutral,Happy,Happy,2,1,1.0,0.5,0.6666666666666666,200,
27,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
28,Neutral,Negative,Happy,Anger,2,2,1.0,1.0,1.0,200,
29,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
30,Neutral,Negative,Happy,Anger,2,1,0.0,0.0,0.0,200,
31,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,200,
32,Neutral,Negative,Sadness,Sadness,2,1,0.0,0.0,0.0,200,
33,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
34,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
35,Negative,Negative,Anger,Sadness,2,2,1.0,0.5,0.6666666666666666,200,
36,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
37,Positive,Negative,Happy,Anger,2,3,0.6666666666666666,1.0,0.8,200,
38,Neutral,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
39,Neutral,Neutral,Happy,Happy,2,1,0.0,0.0,0.0,200,
40,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
41,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
42,Negative,Negative,Sadness,Anger,2,2,0.5,0.5,0.5,200,
43,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
44,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
45,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
46,Neutral,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
47,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
48,Neutral,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
49,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
50,Negative,Negative,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
51,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
52,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
53,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
54,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,200,
55,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
56,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
57,Positive,Positive,Happy,Happy,2,1,1.0,0.5,0.6666666666666666,200,
58,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
59,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
60,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
61,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
62,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
63,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
64,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
65,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
66,Neutral,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
67,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
68,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
69,Negative,Negative,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
70,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
71,Neutral,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
72,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
73,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
74,Neutral,Neutral,Sadness,Sadness,2,3,0.0,0.0,0.0,200,
75,Negative,Negative,Sadness,Sadness,2,1,0.0,0.0,0.0,200,
76,Neutral,Negative,Happy,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
77,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
78,Positive,Negative,Happy,Anger,2,1,0.0,0.0,0.0,200,
79,Neutral,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
80,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
81,Neutral,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
82,Neutral,Positive,Sadness,Happy,2,1,0.0,0.0,0.0,200,
83,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,200,
84,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
85,Neutral,Neutral,Happy,Happy,2,2,0.5,0.5,0.5,200,
86,Neutral,Negative,Happy,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
87,Negative,Negative,Anger,Sadness,2,3,1.0,1.0,1.0,200,
88,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
89,Neutral,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
90,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
91,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
92,Negative,Negative,Sadness,Sadness,2,1,0.0,0.0,0.0,200,
93,Neutral,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
94,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,200,
95,Negative,Negative,Anger,Anger,2,2,1.0,0.5,0.6666666666666666,200,
96,Positive,Negative,Happy,Anger,2,2,0.5,0.5,0.5,200,
97,Negative,Positive,Anger,Happy,2,2,0.5,0.5,0.5,200,
98,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
99,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
100,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
101,Neutral,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,200,
102,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
103,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
104,Neutral,Negative,Happy,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
105,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
106,Positive,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
107,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
108,Positive,Positive,Happy,Love,2,1,0.0,0.0,0.0,200,
109,Neutral,Negative,Happy,Sadness,2,1,0.0,0.0,0.0,200,
110,Negative,Negative,Anger,Sadness,2,2,0.0,0.0,0.0,200,
111,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
112,Neutral,Positive,Happy,Happy,2,4,0.25,0.5,0.3333333333333333,200,
113,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
114,Negative,Negative,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
115,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
116,Neutral,Neutral,Fear,Sadness,2,2,0.5,0.5,0.5,200,
117,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
118,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
119,Neutral,Negative,Sadness,Anger,2,2,1.0,1.0,1.0,200,
120,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
121,Neutral,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
122,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
123,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
124,Neutral,Negative,Happy,Anger,2,1,1.0,0.5,0.6666666666666666,200,
125,Negative,Negative,Sadness,Sadness,2,1,0.0,0.0,0.0,200,
126,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
127,Positive,Positive,Happy,Happy,2,3,0.6666666666666666,1.0,0.8,200,
128,Neutral,Negative,Happy,Anger,2,1,0.0,0.0,0.0,200,
129,Positive,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
130,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
131,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
132,Neutral,Neutral,Anger,Anger,2,2,0.0,0.0,0.0,200,
133,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
134,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,200,
135,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
136,Neutral,Negative,Happy,Anger,2,2,0.5,0.5,0.5,200,
137,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
138,Neutral,Positive,Anger,Happy,2,2,1.0,1.0,1.0,200,
139,Neutral,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
140,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
141,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
142,Neutral,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
143,Neutral,Negative,Happy,Anger,2,2,0.5,0.5,0.5,200,
144,Positive,Positive,Happy,Happy,2,3,0.6666666666666666,1.0,0.8,200,
145,Negative,Negative,Anger,Anger,2,2,1.0,0.5,0.6666666666666666,200,
146,Neutral,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
147,Neutral,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
148,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
149,Neutral,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
150,Negative,Negative,Anger,Sadness,2,1,0.0,0.0,0.0,200,
151,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
152,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
153,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
154,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,200,
155,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,200,
156,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
157,Negative,Negative,Sadness,Anger,2,2,0.5,0.5,0.5,200,
158,Neutral,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
159,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
160,Neutral,Positive,Happy,Happy,2,1,1.0,0.5,0.6666666666666666,200,
161,Positive,Negative,Happy,Sadness,2,1,0.0,0.0,0.0,200,
162,Negative,Positive,Sadness,Happy,2,3,0.0,0.0,0.0,200,
163,Positive,Negative,Happy,Sadness,2,1,0.0,0.0,0.0,200,
164,Neutral,Negative,Sadness,Anger,2,2,1.0,1.0,1.0,200,
165,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
166,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
167,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
168,Neutral,Negative,Happy,Sadness,2,1,0.0,0.0,0.0,200,
169,Positive,Neutral,Happy,Sadness,2,2,0.5,0.5,0.5,200,
170,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,200,
171,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
172,Neutral,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
173,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
174,Positive,Negative,Happy,Anger,2,1,0.0,0.0,0.0,200,
175,Neutral,Neutral,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
176,Negative,Positive,Sadness,Happy,2,2,0.5,0.5,0.5,200,
177,Neutral,Positive,Happy,Happy,2,1,1.0,0.5,0.6666666666666666,200,
178,Neutral,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
179,Positive,Positive,Happy,Happy,2,3,0.5,0.5,0.5,200,
180,Negative,Positive,Sadness,Happy,2,2,0.5,0.5,0.5,200,
181,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
182,Negative,Negative,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
183,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
184,Positive,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
185,Positive,Negative,Happy,Sadness,2,2,0.0,0.0,0.0,200,
186,Positive,Negative,Happy,Anger,2,1,1.0,0.5,0.6666666666666666,200,
187,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
188,Neutral,Negative,Sadness,Anger,2,1,0.0,0.0,0.0,200,
189,Neutral,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
190,Neutral,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
191,Positive,Positive,Happy,Happy,2,3,0.6666666666666666,1.0,0.8,200,
192,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
193,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
194,Neutral,Negative,Happy,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
195,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
196,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
197,Negative,Positive,Sadness,Happy,2,2,0.0,0.0,0.0,200,
198,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
199,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
200,Neutral,Neutral,Happy,Sadness,2,2,0.0,0.0,0.0,200,
201,Negative,Negative,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
202,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
203,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,200,
204,Negative,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
205,Negative,Negative,Anger,Sadness,2,3,0.3333333333333333,0.5,0.4,200,
206,Negative,Positive,Anger,Happy,2,2,1.0,1.0,1.0,200,
207,Positive,Positive,Happy,Happy,3,2,0.5,0.3333333333333333,0.4,200,
208,Negative,Negative,Anger,Sadness,3,2,0.5,0.3333333333333333,0.4,200,
209,Neutral,Negative,Anger,Anger,3,2,0.5,0.3333333333333333,0.4,200,
210,Negative,Negative,Anger,Sadness,3,2,1.0,0.6666666666666666,0.8,200,
211,Negative,Negative,Anger,Sadness,3,3,1.0,1.0,1.0,200,
212,Negative,Positive,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
213,Negative,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
214,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
215,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
216,Neutral,Neutral,Sadness,Happy,2,2,0.5,0.5,0.5,200,
217,Neutral,Negative,Happy,Anger,2,2,1.0,1.0,1.0,200,
218,Neutral,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
219,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
220,Negative,Negative,Anger,Anger,2,3,0.3333333333333333,0.5,0.4,200,
221,Neutral,Negative,Happy,Anger,2,2,1.0,1.0,1.0,200,
222,Positive,Negative,Happy,Sadness,2,3,0.0,0.0,0.0,200,
223,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
224,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
225,Negative,Negative,Sadness,Sadness,2,1,0.0,0.0,0.0,200,
226,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
227,Neutral,Negative,Anger,Sadness,2,3,0.5,0.5,0.5,200,
228,Neutral,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
229,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
230,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
231,Neutral,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
232,Neutral,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
233,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
234,Negative,Negative,Anger,Anger,2,2,1.0,0.5,0.6666666666666666,200,
235,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
236,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,200,
237,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
238,Positive,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
239,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
240,Negative,Negative,Sadness,Anger,2,2,0.5,0.5,0.5,200,
241,Neutral,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
242,Positive,Negative,Happy,Anger,2,2,0.5,0.5,0.5,200,
243,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
244,Positive,Neutral,Happy,Love,2,2,0.5,0.5,0.5,200,
245,Positive,Negative,Happy,Anger,2,3,0.0,0.0,0.0,200,
246,Neutral,Negative,Anger,Anger,2,2,1.0,0.5,0.6666666666666666,200,
247,Positive,Neutral,Happy,Happy,2,2,0.0,0.0,0.0,200,
248,Neutral,Positive,Sadness,Happy,2,2,1.0,1.0,1.0,200,
249,Neutral,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,200,
250,Neutral,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,200,
251,Negative,Negative,Sadness,Sadness,2,3,1.0,1.0,1.0,200,
252,Positive,Positive,Happy,Happy,2,1,1.0,0.5,0.6666666666666666,200,
253,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
254,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
255,Positive,Negative,Happy,Anger,2,3,0.0,0.0,0.0,200,
256,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
257,Positive,Neutral,Happy,Sadness,2,2,0.5,0.5,0.5,200,
258,Positive,Negative,Happy,Anger,2,2,0.0,0.0,0.0,200,
259,Negative,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
260,Negative,Positive,Anger,Happy,2,2,1.0,1.0,1.0,200,
261,Negative,Negative,Anger,Anger,3,2,1.0,0.6666666666666666,0.8,200,
262,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,200,
263,Negative,Negative,Anger,Anger,3,3,0.5,0.5,0.5,200,
264,Positive,Negative,Happy,Sadness,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
265,Negative,Negative,Anger,Sadness,3,2,1.0,0.3333333333333333,0.5,200,
266,Positive,Positive,Happy,Happy,3,2,0.5,0.5,0.5,200,
267,Neutral,Negative,Happy,Sadness,3,3,1.0,1.0,1.0,200,
268,Positive,Positive,Happy,Happy,3,1,0.0,0.0,0.0,200,
269,Positive,Positive,Happy,Happy,3,2,0.0,0.0,0.0,200,
270,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
271,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
272,Negative,Negative,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
273,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
274,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
275,Negative,Positive,Anger,Happy,2,2,0.0,0.0,0.0,200,
276,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
277,Negative,Negative,Happy,Anger,2,2,0.5,0.5,0.5,200,
278,Negative,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
279,Neutral,Positive,Sadness,Happy,2,2,0.0,0.0,0.0,200,
280,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,200,
281,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
282,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,200,
283,Neutral,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
284,Neutral,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
285,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
286,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
287,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
288,Positive,Positive,Happy,Happy,3,4,0.0,0.0,0.0,200,
289,Negative,Negative,Anger,Sadness,3,3,1.0,1.0,1.0,200,
290,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
291,Neutral,Negative,Happy,Anger,2,2,1.0,1.0,1.0,200,
292,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
293,Positive,Negative,Happy,Anger,2,2,1.0,1.0,1.0,200,
294,Positive,Neutral,Happy,Happy,2,3,0.3333333333333333,0.5,0.4,200,
295,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
296,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,200,
297,Negative,Negative,Anger,Anger,2,2,1.0,0.5,0.6666666666666666,200,
298,Neutral,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
299,Negative,Negative,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
300,Negative,Negative,Anger,Anger,2,3,1.0,1.0,1.0,200,
301,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
302,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
303,Neutral,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
304,Neutral,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
305,Neutral,Negative,Anger,Sadness,2,2,1.0,1.0,1.0,200,
306,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
307,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
308,Neutral,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
309,Positive,Positive,Happy,Happy,2,5,0.0,0.0,0.0,200,
310,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
311,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
312,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
313,Negative,Negative,Sadness,Anger,2,1,1.0,0.5,0.6666666666666666,200,
314,Negative,Negative,Sadness,Anger,3,2,1.0,0.6666666666666666,0.8,200,
315,Positive,Positive,Happy,Happy,3,3,0.6666666666666666,1.0,0.8,200,
316,Neutral,Negative,Anger,Anger,3,2,1.0,0.6666666666666666,0.8,200,
317,Positive,Negative,Happy,Anger,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,
318,Positive,Negative,Happy,Sadness,2,2,0.5,0.5,0.5,200,
319,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
320,Negative,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
321,Negative,Negative,Anger,Sadness,2,2,0.0,0.0,0.0,200,
322,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
323,Neutral,Neutral,Fear,Sadness,2,2,0.0,0.0,0.0,200,
324,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
325,Neutral,Negative,Anger,Anger,2,2,1.0,1.0,1.0,200,
326,Neutral,Negative,Happy,Anger,2,2,0.5,0.5,0.5,200,
327,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
328,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
329,Positive,Positive,Happy,Happy,2,3,1.0,1.0,1.0,200,
330,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
331,Negative,Negative,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
332,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
333,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
334,Positive,Negative,Happy,Sadness,2,3,0.3333333333333333,0.5,0.4,200,
335,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
336,Negative,Negative,Anger,Anger,2,4,0.6666666666666666,1.0,0.8,200,
337,Neutral,Neutral,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
338,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,200,
339,Negative,Negative,Sadness,Sadness,2,3,0.6666666666666666,1.0,0.8,200,
340,Negative,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
341,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
342,Positive,Positive,Happy,Sadness,2,2,0.5,0.5,0.5,200,
343,Neutral,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
344,Positive,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,200,
345,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
346,Neutral,Negative,Anger,Sadness,2,2,0.0,0.0,0.0,200,
347,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
348,Negative,Negative,Sadness,Anger,2,2,0.0,0.0,0.0,200,
349,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
350,Neutral,Negative,Happy,Anger,2,2,0.5,0.5,0.5,200,
